"Modelo_nulo";"Modelo_alternativo";"Numero_de_triplas";"LogLik_primeira_ordem";"LogLik_segunda_ordem";"Estatistica_LR";"Graus_de_liberdade";"Valor_p";"Contextos_segunda_ordem_observados";"Contextos_segunda_ordem_possiveis"
"Cadeia de primeira ordem";"Cadeia de segunda ordem";554;-272,799270251918;-265,461212792209;14,6761149194186;12;0,259628392881737;7;9
