"Modelo";"Formula";"Modelo_nulo";"Amostra";"Amostra_efetiva";"Data_inicial";"Data_final";"Usa_Selic";"Covariaveis";"Defasagem";"Interpretacao"
"Logit multinomial aproximado para TVTP";"destino ~ origem * (ipca_origem_padronizado + selic_origem_padronizada)";"destino ~ origem";"Pos-Real com tercis proprios do subperiodo";324;"1999-04-01";"2026-03-01";TRUE;"IPCA mensal de origem e meta Selic de origem, ambas padronizadas";"Covariaveis observadas no periodo de origem t; destino em t+1";"Probabilidades condicionais previstas; nao interpretar como matriz de transicao fixa nem como efeito causal."
