"Periodos_comparados";"LogLik_restrito";"LogLik_irrestrito";"Estatistica_LR";"Graus_de_liberdade";"Valor_p"
"Pre-pandemia / Pandemia / Pos-pandemia";-271,224959229419;-264,504831442503;13,4402555738318;12;0,337869069654144
