"Periodos_comparados";"Estatistica_LR_observada";"Replicacoes_Monte_Carlo";"Seed";"Alpha_suavizacao_matriz_simulacao";"Valor_p_Monte_Carlo"
"Pre-Real / Pos-Real";27,5344436333787;1000;988;0,5;0,000999000999000999
