"data";"ipca_mensal";"ipca_log1p";"regime_hmm_log1p";"Baixa";"Moderada";"Alta"
2009-11-01;0,41;0,343589704390077;"Baixa";0,999999999999791;2,08902074383315e-13;8,14747216033762e-38
2009-12-01;0,37;0,314810739840034;"Baixa";0,999999999999884;1,16387956615532e-13;4,87752342533079e-35
2010-01-01;0,75;0,559615787935423;"Baixa";0,999999999983411;1,65889797385146e-11;3,98448292606375e-33
2010-02-01;0,78;0,576613364303994;"Baixa";0,999999999976623;2,33766770509238e-11;3,24823759880288e-32
2010-03-01;0,52;0,418710334858185;"Baixa";0,999999999999041;9,59414221469548e-13;4,23400168140688e-33
2010-04-01;0,57;0,451075619360217;"Baixa";0,999999999998152;1,8483792660958e-12;4,82983779240305e-35
2010-05-01;0,43;0,357674444271816;"Baixa";0,999999999999722;2,7809308709453e-13;1,07947390510231e-38
2010-06-01;0;0;"Baixa";1;1,87374018348172e-16;3,3215271234751e-42
2010-07-01;0,01;0,00995033085316808;"Baixa";1;2,29824802272787e-16;4,8384223310052e-45
2010-08-01;0,04;0,0392207131532813;"Baixa";1;4,18921230655817e-16;8,6492972526904e-42
2010-09-01;0,45;0,371563556432483;"Baixa";0,999999999999631;3,68689299389667e-13;2,80714837310857e-37
2010-10-01;0,75;0,559615787935423;"Baixa";0,999999999983411;1,65889847058986e-11;2,20668385682637e-32
2010-11-01;0,83;0,60431596685333;"Baixa";0,999999999959131;4,08694163097827e-11;2,30221384454535e-31
2010-12-01;0,63;0,488580014818671;"Baixa";0,999999999996051;3,9486540494303e-12;6,1918247113234e-31
2011-01-01;0,83;0,60431596685333;"Baixa";0,999999999959131;4,08694250663758e-11;4,0643183432071e-31
2011-02-01;0,8;0,587786664902119;"Baixa";0,999999999970714;2,92861217010845e-11;2,71720603935463e-30
2011-03-01;0,79;0,582215619852664;"Baixa";0,999999999973826;2,61735852252234e-11;1,39163436798735e-30
2011-04-01;0,77;0,570979546585738;"Baixa";0,999999999979135;2,08649691406988e-11;2,32945479600841e-32
2011-05-01;0,47;0,385262400790645;"Baixa";0,999999999999513;4,86858764942557e-13;3,5739047278236e-36
2011-06-01;0,15;0,139761942375159;"Baixa";0,999999999999997;3,28100425313936e-15;1,13135462206676e-39
2011-07-01;0,16;0,148420005118273;"Baixa";0,999999999999996;3,91613007698554e-15;2,64208588094672e-40
2011-08-01;0,37;0,314810739840034;"Baixa";0,999999999999884;1,16387925784473e-13;6,03978677737258e-38
2011-09-01;0,53;0,425267735404344;"Baixa";0,999999999998904;1,09579058230543e-12;3,59026646513856e-36
2011-10-01;0,43;0,357674444271816;"Baixa";0,999999999999722;2,78093088064217e-13;3,27676448080241e-35
2011-11-01;0,52;0,418710334858185;"Baixa";0,999999999999041;9,59413829461627e-13;1,99869868186009e-35
2011-12-01;0,5;0,405465108108164;"Baixa";0,999999999999267;7,33465972501145e-13;1,18915434151496e-34
2012-01-01;0,56;0,444685821261446;"Baixa";0,999999999998376;1,6240098509989e-12;4,33509305789093e-35
2012-02-01;0,45;0,371563556432483;"Baixa";0,999999999999631;3,68689206340869e-13;6,08207191903983e-37
2012-03-01;0,21;0,19062035960865;"Baixa";0,999999999999991;9,27149356809931e-15;2,42049757875714e-36
2012-04-01;0,64;0,494696241836107;"Baixa";0,999999999995531;4,46862341041968e-12;3,87601608076253e-37
2012-05-01;0,36;0,307484699747961;"Baixa";0,9999999999999;1,00277894865013e-13;4,98788671309773e-38
2012-06-01;0,08;0,0769610411361283;"Baixa";0,999999999999999;9,07781952988825e-16;5,48386764396453e-39
2012-07-01;0,43;0,357674444271816;"Baixa";0,999999999999722;2,78093079404359e-13;5,91066031285294e-39
2012-08-01;0,41;0,343589704390077;"Baixa";0,999999999999791;2,0890208136621e-13;1,23272580611384e-35
2012-09-01;0,57;0,451075619360217;"Baixa";0,999999999998152;1,84837930850693e-12;9,03185507024671e-35
2012-10-01;0,59;0,46373401623214;"Baixa";0,999999999997612;2,38835012037433e-12;1,1548230127781e-33
2012-11-01;0,6;0,470003629245736;"Baixa";0,999999999997289;2,71151456731676e-12;1,62359345524572e-32
2012-12-01;0,79;0,582215619852664;"Baixa";0,999999999973826;2,61735893226253e-11;3,50242375144974e-31
2013-01-01;0,86;0,62057648772511;"Baixa";0,999999999943283;5,67167336121777e-11;3,43687364446944e-31
2013-02-01;0,6;0,470003629245736;"Baixa";0,999999999997289;2,71151587782915e-12;7,1718318296251e-33
2013-03-01;0,47;0,385262400790645;"Baixa";0,999999999999513;4,86858627488301e-13;2,01810822727996e-34
2013-04-01;0,55;0,438254930931155;"Baixa";0,999999999998574;1,42565312399843e-12;8,03945842645023e-36
2013-05-01;0,37;0,314810739840034;"Baixa";0,999999999999884;1,16387926466217e-13;4,24904759192645e-37
2013-06-01;0,26;0,231111720963387;"Baixa";0,999999999999979;2,11758470168179e-14;1,21879681044725e-40
2013-07-01;0,03;0,0295588022415444;"Baixa";1;3,43629824523401e-16;2,7953395938988e-41
2013-08-01;0,24;0,215111379616945;"Baixa";0,999999999999985;1,52810896121188e-14;6,76807914393949e-41
2013-09-01;0,35;0,300104592450338;"Baixa";0,999999999999914;8,62999507573844e-14;3,03177834383109e-37
2013-10-01;0,57;0,451075619360217;"Baixa";0,999999999998152;1,84837926919089e-12;1,95348185277723e-35
2013-11-01;0,54;0,431782416425538;"Baixa";0,99999999999875;1,25043935192325e-12;2,49329205614867e-32
2013-12-01;0,92;0,65232518603969;"Baixa";0,999999999892508;1,07491693162869e-10;1,61946744588982e-32
2014-01-01;0,55;0,438254930931155;"Baixa";0,999999999998574;1,4256558927154e-12;1,25062421883738e-31
2014-02-01;0,69;0,524728528934982;"Baixa";0,9999999999918;8,20041702441286e-12;1,13994146763398e-31
2014-03-01;0,92;0,65232518603969;"Baixa";0,999999999892508;1,07491714877003e-10;4,80262918519212e-31
2014-04-01;0,67;0,512823626428664;"Baixa";0,999999999993553;6,44686002654667e-12;2,6929870966535e-32
2014-05-01;0,46;0,378436435720245;"Baixa";0,999999999999576;4,23881676151816e-13;5,35363065146756e-35
2014-06-01;0,4;0,336472236621213;"Baixa";0,999999999999819;1,80774252880413e-13;2,0471273906297e-39
2014-07-01;0,01;0,00995033085316808;"Baixa";1;2,29824803041321e-16;2,00580187896837e-40
2014-08-01;0,25;0,22314355131421;"Baixa";0,999999999999982;1,80007013201174e-14;1,12080163131524e-39
2014-09-01;0,57;0,451075619360217;"Baixa";0,999999999998152;1,84837923558044e-12;7,85809781140824e-37
2014-10-01;0,42;0,350656871613169;"Baixa";0,999999999999759;2,41152519645046e-13;4,24264333703477e-35
2014-11-01;0,51;0,412109650826833;"Baixa";0,999999999999161;8,39251323060518e-13;4,87687642945095e-34
2014-12-01;0,78;0,576613364303994;"Baixa";0,999999999976622;2,33776075005173e-11;4,06872827032395e-30
2015-01-01;1,24;0,806475865866949;"Baixa";0,999999997624557;2,37544341866839e-09;9,49668782314684e-27
2015-02-01;1,22;0,797507195884188;"Baixa";0,999999998015099;1,98490113367747e-09;1,93991362474852e-24
2015-03-01;1,32;0,841567185678219;"Baixa";0,999999995203796;4,79620424066384e-09;8,70687066486748e-27
2015-04-01;0,71;0,536493370514568;"Baixa";0,999999999989599;1,04014022683142e-11;6,62108106153952e-29
2015-05-01;0,74;0,553885113226438;"Baixa";0,999999999985223;1,4776789953008e-11;3,56581477113369e-31
2015-06-01;0,79;0,582215619852664;"Baixa";0,999999999973826;2,61735711414362e-11;1,1732982471442e-31
2015-07-01;0,62;0,482426149244293;"Baixa";0,999999999996514;3,48644473777991e-12;9,4563908947931e-35
2015-08-01;0,22;0,198850858745165;"Baixa";0,999999999999989;1,0967166442125e-14;7,42470517787511e-36
2015-09-01;0,54;0,431782416425538;"Baixa";0,99999999999875;1,25043781720678e-12;5,03650866718032e-35
2015-10-01;0,82;0,598836501088704;"Baixa";0,999999999963404;3,65955257100147e-11;1,06580464461502e-30
2015-11-01;1,01;0,698134722070984;"Baixa";0,99999999972989;2,70110218149044e-10;1,35134864869717e-28
2015-12-01;0,96;0,672944473242426;"Baixa";0,999999999837226;1,62774418364215e-10;1,14741617714833e-26
2016-01-01;1,27;0,819779831493311;"Baixa";0,99999999689929;3,10070965246136e-09;3,81284697440482e-27
2016-02-01;0,9;0,641853886172395;"Baixa";0,999999999912934;8,70659848343917e-11;6,36259323228693e-30
2016-03-01;0,43;0,357674444271816;"Baixa";0,999999999999722;2,78093501427392e-13;8,34703390291671e-33
2016-04-01;0,61;0,476234178996372;"Baixa";0,999999999996924;3,07589828236431e-12;1,90213134125196e-33
2016-05-01;0,78;0,576613364303994;"Baixa";0,999999999976623;2,33766713760031e-11;5,41757138788992e-34
2016-06-01;0,35;0,300104592450338;"Baixa";0,999999999999914;8,62999834833015e-14;2,40735798415998e-34
2016-07-01;0,52;0,418710334858185;"Baixa";0,999999999999041;9,59413819668598e-13;2,70914462363659e-36
2016-08-01;0,44;0,364643113587909;"Baixa";0,99999999999968;3,20364449137395e-13;3,09137191397211e-38
2016-09-01;0,08;0,0769610411361283;"Baixa";0,999999999999999;9,07781952424639e-16;1,33406405057753e-39
2016-10-01;0,26;0,231111720963387;"Baixa";0,999999999999979;2,11758469774146e-14;1,53619275111617e-41
2016-11-01;0,18;0,165514438477573;"Baixa";0,999999999999994;5,55305071051829e-15;7,94966586901183e-40
2016-12-01;0,3;0,262364264467491;"Baixa";0,99999999999996;4,00306937051445e-14;4,02910882771176e-39
2017-01-01;0,38;0,322083499169113;"Baixa";0,999999999999865;1,3493543956326e-13;4,10479960465526e-38
2017-02-01;0,33;0,285178942233662;"Baixa";0,999999999999936;6,36965203513761e-14;1,98212599165266e-38
2017-03-01;0,25;0,22314355131421;"Baixa";0,999999999999982;1,80007007787783e-14;4,61234346472428e-40
2017-04-01;0,14;0,131028262406404;"Baixa";0,999999999999997;2,74451213492124e-15;4,28206458734493e-40
2017-05-01;0,31;0,27002713721306;"Baixa";0,999999999999953;4,67909660726823e-14;1,45720890482244e-44
2017-06-01;-0,23;-0,261364764134408;"Baixa";1;8,58545169830889e-19;4,8793628433656e-43
2017-07-01;0,24;0,215111379616945;"Baixa";0,999999999999985;1,52810895914783e-14;1,29272512338043e-44
2017-08-01;0,19;0,173953307123438;"Baixa";0,999999999999993;6,59749408623754e-15;6,52421164611481e-41
2017-09-01;0,16;0,148420005118273;"Baixa";0,999999999999996;3,9161300854495e-15;1,10078626623166e-39
2017-10-01;0,42;0,350656871613169;"Baixa";0,999999999999759;2,41152508842903e-13;3,12636840941528e-39
2017-11-01;0,28;0,246860077931526;"Baixa";0,999999999999971;2,91897002924823e-14;3,13269200799353e-37
2017-12-01;0,44;0,364643113587909;"Baixa";0,99999999999968;3,20364444288611e-13;3,54387618995947e-38
2018-01-01;0,29;0,254642218373581;"Baixa";0,999999999999966;3,42046508959073e-14;8,17510658598837e-38
2018-02-01;0,32;0,277631736598279;"Baixa";0,999999999999945;5,46260964462436e-14;2,66506640297616e-40
2018-03-01;0,09;0,0861776962410523;"Baixa";0,999999999999999;1,09633359105004e-15;1,38396975693495e-40
2018-04-01;0,22;0,198850858745165;"Baixa";0,999999999999989;1,09671655991505e-14;3,37547132506547e-40
2018-05-01;0,4;0,336472236621213;"Baixa";0,999999999999819;1,80782909803496e-13;6,54118737942115e-34
2018-06-01;1,26;0,815364813284195;"Baixa";0,999999997161696;2,83830367406123e-09;2,82914000787012e-33
2018-07-01;0,33;0,285178942233662;"Baixa";0,999999999999936;6,369957093207e-14;6,24579764005812e-37
2018-08-01;-0,09;-0,0943106794712413;"Baixa";1;2,69657953562258e-17;3,74627706580129e-40
2018-09-01;0,48;0,392042087776024;"Baixa";0,999999999999441;5,58651553085697e-13;5,8946061611181e-40
2018-10-01;0,45;0,371563556432483;"Baixa";0,999999999999631;3,68689199655121e-13;3,29224151425559e-41
2018-11-01;-0,21;-0,23572233352107;"Baixa";1;1,45894018236122e-18;1,246778131307e-42
2018-12-01;0,15;0,139761942375159;"Baixa";0,999999999999997;3,2810042289919e-15;4,72907616276425e-44
2019-01-01;0,32;0,277631736598279;"Baixa";0,999999999999945;5,46260966730711e-14;6,48451117649738e-39
2019-02-01;0,43;0,357674444271816;"Baixa";0,999999999999722;2,78093156522981e-13;2,82443365999047e-35
2019-03-01;0,75;0,559615787935423;"Baixa";0,999999999983411;1,65889737573467e-11;7,52770605025891e-34
2019-04-01;0,57;0,451075619360217;"Baixa";0,999999999998152;1,84837974498729e-12;6,88296525528396e-36
2019-05-01;0,13;0,122217632724249;"Baixa";0,999999999999998;2,29202767226063e-15;1,8484305158488e-40
2019-06-01;0,01;0,00995033085316808;"Baixa";1;2,2982480230491e-16;9,32096546318314e-43
2019-07-01;0,19;0,173953307123438;"Baixa";0,999999999999993;6,59749408430299e-15;3,98547947776559e-43
2019-08-01;0,11;0,104360015324243;"Baixa";0,999999999999998;1,59062232069023e-15;1,69836541271895e-43
2019-09-01;-0,04;-0,0408219945202551;"Baixa";1;8,10190912168741e-17;5,44882267008681e-44
2019-10-01;0,1;0,0953101798043249;"Baixa";0,999999999999999;1,32170090308114e-15;1,84320726830919e-41
2019-11-01;0,51;0,412109650826833;"Baixa";0,999999999999161;8,39265774061178e-13;1,19369944836516e-34
2019-12-01;1,15;0,765467842139571;"Baixa";0,999999998955973;1,04402746287066e-09;6,88630909225606e-34
2020-01-01;0,21;0,19062035960865;"Baixa";0,999999999999991;9,27165615425392e-15;2,76103433819804e-35
2020-02-01;0,25;0,22314355131421;"Baixa";0,999999999999982;1,80007007616408e-14;1,83541041249705e-41
2020-03-01;0,07;0,0676586484738148;"Baixa";0,999999999999999;7,50300258919829e-16;2,66210189611063e-46
2020-04-01;-0,31;-0,371063681390832;"Baixa";1;8,84457395213281e-20;8,66668820261086e-52
2020-05-01;-0,38;-0,478035800943;"Baixa";1;9,57316768901082e-21;4,38063531991879e-50
2020-06-01;0,26;0,231111720963387;"Baixa";0,999999999999979;2,11758470109384e-14;2,92545464752239e-45
2020-07-01;0,36;0,307484699747961;"Baixa";0,9999999999999;1,00277887363626e-13;3,97883954928514e-39
2020-08-01;0,24;0,215111379616945;"Baixa";0,999999999999985;1,52810907679194e-14;1,02268851191678e-36
2020-09-01;0,64;0,494696241836107;"Baixa";0,999999999995531;4,46862768008901e-12;3,61323844234727e-34
2020-10-01;0,86;0,62057648772511;"Baixa";0,999999999943283;5,67167851757733e-11;1,6942846879634e-30
2020-11-01;0,89;0,636576829071551;"Baixa";0,999999999921707;7,82932067530484e-11;2,33768270181064e-27
2020-12-01;1,35;0,854415328156068;"Baixa";0,999999993798038;6,20196160371171e-09;7,75555624019762e-31
2021-01-01;0,25;0,22314355131421;"Baixa";0,999999999999982;1,80026018535583e-14;9,28072115810995e-31
2021-02-01;0,86;0,62057648772511;"Baixa";0,999999999943283;5,67168201996759e-11;1,0404122989199e-32
2021-03-01;0,93;0,657520002916794;"Baixa";0,999999999880661;1,19338909550149e-10;2,67330574658009e-32
2021-04-01;0,31;0,27002713721306;"Baixa";0,999999999999953;4,67910925670496e-14;3,01629538920864e-32
2021-05-01;0,83;0,60431596685333;"Baixa";0,999999999959131;4,08694029339651e-11;1,80205900857966e-34
2021-06-01;0,53;0,425267735404344;"Baixa";0,999999999998904;1,09579434041018e-12;7,37885155394872e-31
2021-07-01;0,96;0,672944473242426;"Baixa";0,999999999837235;1,62765336672504e-10;9,48595525137689e-31
2021-08-01;0,87;0,625938430866495;"Baixa";0,999999999936812;6,31877897201462e-11;1,00418721548495e-27
2021-09-01;1,16;0,770108221696074;"Baixa";0,999999998854083;1,14591701163029e-09;1,59625596634477e-26
2021-10-01;1,25;0,810930216216329;"Baixa";0,999999997402878;2,59712245826356e-09;3,77408613077572e-26
2021-11-01;0,95;0,667829372575655;"Baixa";0,999999999853144;1,46855953761672e-10;4,22590054594757e-28
2021-12-01;0,73;0,548121408509688;"Baixa";0,999999999986846;1,31535475472011e-11;2,15012353715833e-31
2022-01-01;0,54;0,431782416425538;"Baixa";0,99999999999875;1,25044302702088e-12;4,46260420700217e-31
2022-02-01;1,01;0,698134722070984;"Baixa";0,999999999729642;2,70357413697569e-10;1,54408960318576e-27
2022-03-01;1,62;0,963174317773006;"Baixa";0,999999945567871;5,44321293049802e-08;6,431587508111e-25
2022-04-01;1,06;0,72270598280149;"Baixa";0,999999999557056;4,42944128339682e-10;9,85794119509749e-28
2022-05-01;0,47;0,385262400790645;"Baixa";0,999999999999513;4,86862285472918e-13;1,49078447465854e-31
2022-06-01;0,67;0,512823626428664;"Baixa";0,999999999993553;6,44684833964975e-12;2,52579731632543e-48
2022-07-01;-0,68;-1,13943428318837;"Baixa";1;8,77754281648842e-27;3,20910842704397e-52
2022-08-01;-0,36;-0,446287102628419;"Baixa";1;1,85337306054399e-20;5,3183142992965e-62
2022-09-01;-0,29;-0,342490308946776;"Baixa";1;1,59989430036539e-19;8,34640713280556e-48
2022-10-01;0,59;0,46373401623214;"Baixa";0,999999999997612;2,38834994501958e-12;7,700988506966e-42
2022-11-01;0,41;0,343589704390077;"Baixa";0,999999999999791;2,08902094579497e-13;1,99694347673952e-34
2022-12-01;0,62;0,482426149244293;"Baixa";0,999999999996514;3,48644327404786e-12;7,54116971118967e-35
2023-01-01;0,53;0,425267735404344;"Baixa";0,999999999998904;1,09579148293048e-12;1,76405650669659e-32
2023-02-01;0,84;0,609765571620894;"Baixa";0,999999999954386;4,56143330904044e-11;4,45926689098226e-32
2023-03-01;0,71;0,536493370514568;"Baixa";0,999999999989599;1,04005664653061e-11;1,31076349371335e-31
2023-04-01;0,61;0,476234178996372;"Baixa";0,999999999996924;3,07589759508716e-12;3,94230238770825e-35
2023-05-01;0,23;0,207014169384326;"Baixa";0,999999999999987;1,29546579292469e-14;2,04863647776062e-40
2023-06-01;-0,08;-0,0833816089390511;"Baixa";1;3,37672752438933e-17;3,12988627986047e-43
2023-07-01;0,12;0,113328685307003;"Baixa";0,999999999999998;1,91098888766749e-15;1,62739733356225e-43
2023-08-01;0,23;0,207014169384326;"Baixa";0,999999999999987;1,29546572618841e-14;7,98171033694536e-41
2023-09-01;0,26;0,231111720963387;"Baixa";0,999999999999979;2,11758469851955e-14;6,0327145656616e-40
2023-10-01;0,24;0,215111379616945;"Baixa";0,999999999999985;1,52810896027641e-14;1,41069934343488e-39
2023-11-01;0,28;0,246860077931526;"Baixa";0,999999999999971;2,91897008233528e-14;1,00629329801953e-37
2023-12-01;0,56;0,444685821261446;"Baixa";0,999999999998376;1,62400982820358e-12;1,12844337188545e-36
2024-01-01;0,42;0,350656871613169;"Baixa";0,999999999999759;2,41152681627994e-13;1,81526631126713e-33
2024-02-01;0,83;0,60431596685333;"Baixa";0,999999999959131;4,0869402314992e-11;3,31914536119042e-36
2024-03-01;0,16;0,148420005118273;"Baixa";0,999999999999996;3,91613277875907e-15;3,81554452153513e-36
2024-04-01;0,38;0,322083499169113;"Baixa";0,999999999999865;1,34935440301159e-13;2,67229955541892e-38
2024-05-01;0,46;0,378436435720245;"Baixa";0,999999999999576;4,23881629777171e-13;5,74697476257438e-38
2024-06-01;0,21;0,19062035960865;"Baixa";0,999999999999991;9,27149289872028e-15;8,4031302570002e-38
2024-07-01;0,38;0,322083499169113;"Baixa";0,999999999999865;1,34935439348469e-13;1,84711641319344e-41
2024-08-01;-0,02;-0,0202027073175194;"Baixa";1;1,23754631659475e-16;1,59076824475526e-39
2024-09-01;0,44;0,364643113587909;"Baixa";0,99999999999968;3,2036445272596e-13;7,13368386491168e-39
2024-10-01;0,56;0,444685821261446;"Baixa";0,999999999998376;1,6240098338568e-12;8,0254421188186e-36
2024-11-01;0,39;0,3293037471426;"Baixa";0,999999999999844;1,56266762658225e-13;2,86680770571433e-35
2024-12-01;0,52;0,418710334858185;"Baixa";0,999999999999041;9,59413815678154e-13;5,99698732792553e-38
2025-01-01;0,16;0,148420005118273;"Baixa";0,999999999999996;3,91642081939892e-15;2,91994858153921e-33
2025-02-01;1,31;0,837247524533702;"Baixa";0,999999995601172;4,39882847138982e-09;2,45340233968444e-33
2025-03-01;0,56;0,444685821261446;"Baixa";0,999999999998376;1,62413037558559e-12;1,96103456967961e-31
2025-04-01;0,43;0,357674444271816;"Baixa";0,999999999999722;2,78093086140693e-13;1,07194714775929e-36
2025-05-01;0,26;0,231111720963387;"Baixa";0,999999999999979;2,1175847079938e-14;1,29502168774791e-38
2025-06-01;0,24;0,215111379616945;"Baixa";0,999999999999985;1,52810896006976e-14;1,0234004708211e-39
2025-07-01;0,26;0,231111720963387;"Baixa";0,999999999999979;2,11758469805725e-14;7,94647637430999e-43
2025-08-01;-0,11;-0,116533816255952;"Baixa";1;1,70642712765473e-17;8,59566127762142e-41
2025-09-01;0,48;0,392042087776024;"Baixa";0,999999999999441;5,58651549620315e-13;1,10920447971337e-42
2025-10-01;0,09;0,0861776962410523;"Baixa";0,999999999999999;1,09633360027441e-15;7,16645996079964e-40
2025-11-01;0,18;0,165514438477573;"Baixa";0,999999999999994;5,55305071085435e-15;6,54897603372385e-41
2025-12-01;0,33;0,285178942233662;"Baixa";0,999999999999936;6,36965202614258e-14;2,88644462507937e-39
2026-01-01;0,33;0,285178942233662;"Baixa";0,999999999999936;6,36965301854707e-14;4,80213439085315e-36
2026-02-01;0,7;0,53062825106217;"Baixa";0,999999999990762;9,23852815807554e-12;3,7366487817337e-33
2026-03-01;0,88;0,631271776841858;"Baixa";0,999999999929647;7,03526869393032e-11;1,68617510363881e-29
2026-04-01;0,67;0,512823626428664;"Baixa";0,999999999695251;3,04748944561021e-10;1,56115858226192e-21
