"Regime";"Probabilidade_de_permanencia";"Duracao_esperada_em_meses"
"Baixa";0,702702702702703;3,36363636363636
"Moderada";0,675675675675676;3,08333333333333
"Alta";0,967567567567568;30,8333333333333
