"Regime";"Centro_estimado_log1p";"Centro_estimado_IPCA_aproximado";"Probabilidade_de_permanencia";"Duracao_esperada_em_meses"
"Baixa";0,397305860652534;0,487810923285339;0,986910994764398;76,4000000000001
"Moderada";2,12891815870109;7,40576818352184;0,876288659793814;8,08333333333333
"Alta";3,27609892568949;25,4723005931244;0,921052631578947;12,6666666666667
