"data_origem";"data_destino";"origem";"destino_observado";"Baixa";"Moderada";"Alta"
2022-06-01;2022-07-01;"Alta";"Baixa";0,165251260967833;0,339129530090364;0,495619208941803
2022-07-01;2022-08-01;"Baixa";"Baixa";0,95823387050711;0,041750002665429;1,61268274608176e-05
2022-08-01;2022-09-01;"Baixa";"Baixa";0,895375730138527;0,10421853500897;0,000405734852502487
2022-09-01;2022-10-01;"Baixa";"Moderada";0,872852363678934;0,126335801003914;0,0008118353171518
2022-10-01;2022-11-01;"Moderada";"Moderada";0,12397509859408;0,570615567756373;0,305409333649547
2022-11-01;2022-12-01;"Moderada";"Alta";0,31675381271489;0,458563700733051;0,224682486552059
2022-12-01;2023-01-01;"Alta";"Moderada";0,176803162786611;0,352687016020533;0,470509821192855
2023-01-01;2023-02-01;"Moderada";"Alta";0,173705279119738;0,543723863339309;0,282570857540953
2023-02-01;2023-03-01;"Alta";"Alta";0,146737701560062;0,277998569506711;0,575263728933227
2023-03-01;2023-04-01;"Alta";"Alta";0,164707361724137;0,321698763713805;0,513593874562058
2023-04-01;2023-05-01;"Alta";"Baixa";0,178118568186392;0,356144920940193;0,465736510873415
2023-05-01;2023-06-01;"Baixa";"Baixa";0,523361591485805;0,373993288963328;0,102645119550867
2023-06-01;2023-07-01;"Baixa";"Baixa";0,77887392351223;0,214837728987729;0,00628834750004119
2023-07-01;2023-08-01;"Baixa";"Baixa";0,635732524551835;0,324070485393912;0,040196990054253
2023-08-01;2023-09-01;"Baixa";"Baixa";0,523361591485805;0,373993288963328;0,102645119550867
2023-09-01;2023-10-01;"Baixa";"Baixa";0,488130568087036;0,381340381523104;0,13052905038986
2023-10-01;2023-11-01;"Baixa";"Baixa";0,512702380948407;0,375557587472469;0,111740031579124
2023-11-01;2023-12-01;"Baixa";"Moderada";0,463568983377902;0,383945788886423;0,152485227735675
2023-12-01;2024-01-01;"Moderada";"Moderada";0,148709126410403;0,561402187253842;0,289888686335755
2024-01-01;2024-02-01;"Moderada";"Alta";0,306152019893142;0,469232262525752;0,224615717581105
2024-02-01;2024-03-01;"Alta";"Baixa";0,137611019295652;0,288869780919929;0,573519199784419
2024-03-01;2024-04-01;"Baixa";"Moderada";0,600995329412079;0,341281998701576;0,0577226718863451
2024-04-01;2024-05-01;"Moderada";"Moderada";0,366623394182571;0,432986676949269;0,20038992886816
2024-05-01;2024-06-01;"Moderada";"Baixa";0,254758545307151;0,50308513983766;0,24215631485519
2024-06-01;2024-07-01;"Baixa";"Moderada";0,54941188529919;0,362143438566052;0,0884446761347573
2024-07-01;2024-08-01;"Moderada";"Baixa";0,367091707510487;0,433148820040622;0,199759472448891
2024-08-01;2024-09-01;"Baixa";"Moderada";0,746061572491643;0,242676282300683;0,011262145207674
2024-09-01;2024-10-01;"Moderada";"Moderada";0,280969784223251;0,487490275356274;0,231539940420475
2024-10-01;2024-11-01;"Moderada";"Moderada";0,150306945852123;0,564371066832504;0,285321987315372
2024-11-01;2024-12-01;"Moderada";"Moderada";0,351478989263096;0,442650566657635;0,205870444079269
2024-12-01;2025-01-01;"Moderada";"Baixa";0,186523931365692;0,542593594248478;0,27088247438583
2025-01-01;2025-02-01;"Baixa";"Alta";0,599861026803056;0,342672907637197;0,0574660655597471
2025-02-01;2025-03-01;"Alta";"Moderada";0,0844377664749372;0,146181371848195;0,769380861676868
2025-03-01;2025-04-01;"Moderada";"Moderada";0,147644699554092;0,559398799285988;0,29295650115992
2025-04-01;2025-05-01;"Moderada";"Baixa";0,288099798831458;0,475137125138388;0,236763076030154
2025-05-01;2025-06-01;"Baixa";"Baixa";0,487183649502233;0,382874404525956;0,129941945971811
2025-06-01;2025-07-01;"Baixa";"Baixa";0,510696024276431;0,378571015573829;0,11073296014974
2025-07-01;2025-08-01;"Baixa";"Baixa";0,486471266958972;0,384026286668848;0,129502446372179
2025-08-01;2025-09-01;"Baixa";"Moderada";0,794062712529781;0,201244254850468;0,0046930326197513
2025-09-01;2025-10-01;"Moderada";"Baixa";0,224357897139598;0,511598480495241;0,264043622365162
2025-10-01;2025-11-01;"Baixa";"Baixa";0,660215369524576;0,309225982572427;0,0305586479029966
2025-11-01;2025-12-01;"Baixa";"Moderada";0,576590557318108;0,356026742453191;0,0673827002287008
2025-12-01;2026-01-01;"Moderada";"Moderada";0,437305303556656;0,38033227991236;0,182362416530984
2026-01-01;2026-02-01;"Moderada";"Alta";0,437305303556656;0,38033227991236;0,182362416530984
2026-02-01;2026-03-01;"Alta";"Alta";0,172191547831878;0,320627938146416;0,507180514021706
2026-03-01;2026-04-01;"Alta";"Alta";0,14643292163174;0,261397926532777;0,592169151835482
