"Regime";"Media_IPCA";"Desvio_padrao_IPCA";"Probabilidade_de_permanencia";"Duracao_esperada_em_meses"
"Baixa";0,495352983114498;0,527676557184304;0,996525388933326;287,801995910098
"Moderada";6,98354888591926;3,45911295961989;0,94917179978127;19,6741178262594
"Alta";26,6755178206341;13,7549231254186;0,958960381702738;24,3666983634377
