"Teste";"Estatistica_LR_observada";"Replicacoes_Monte_Carlo";"Seed";"Alpha_suavizacao_matriz_simulacao";"Valor_p_Monte_Carlo"
"Primeira ordem contra segunda ordem";14,6761149194186;1000;654;0,5;0,046953046953047
