"Periodos_comparados";"LogLik_restrito";"LogLik_irrestrito";"Estatistica_LR";"Graus_de_liberdade";"Valor_p"
"Pre-Real / Pos-Real";-272,799270251918;-259,032048435229;27,5344436333787;6;0,000114954535806521
