"Modelo_nulo";"Modelo_alternativo";"LogLik_nulo";"LogLik_alternativo";"Estatistica_LR";"Graus_de_liberdade";"Valor_p"
"Logit multinomial com origem apenas";"Logit multinomial com origem, variaveis macro e interacoes";-309,758946186568;-298,022173180129;23,4735460128786;12;0,0239643611046154
