"Modelo_nulo";"Modelo_alternativo";"LogLik_nulo";"LogLik_alternativo";"Estatistica_LR";"Graus_de_liberdade";"Valor_p"
"Independencia temporal";"Dependencia temporal de primeira defasagem";-609,724414779072;-272,832331197851;673,784167162442;4;1,6535035081334e-144
